IDN: HEWLETT-PACKARD,34420A,0,9.0-5.0-2.0
 
Nr.      Date                   Data_on_Ch_1_[V]   Data_on_Ch_2_[V]
343      2017-10-12 13:35:29    +7.66980000E-01    -    
344      2017-10-12 13:35:30    +7.72460000E-01    -    
345      2017-10-12 13:35:30    +7.64270000E-01    -    
346      2017-10-12 13:35:30    +7.91730000E-01    -    
347      2017-10-12 13:35:30    +8.18010000E-01    -    
348      2017-10-12 13:35:31    +8.24620000E-01    -    
349      2017-10-12 13:35:31    +8.56780000E-01    -    
350      2017-10-12 13:35:31    +8.96060000E-01    -    
351      2017-10-12 13:35:31    +8.96230000E-01    -    
352      2017-10-12 13:35:32    +8.80350000E-01    -    
353      2017-10-12 13:35:32    +8.25810000E-01    -    
354      2017-10-12 13:35:32    +8.15980000E-01    -    
355      2017-10-12 13:35:32    +8.74640000E-01    -    
356      2017-10-12 13:35:33    +9.09840000E-01    -    
357      2017-10-12 13:35:33    +8.25020000E-01    -    
358      2017-10-12 13:35:33    +9.13010000E-01    -    
359      2017-10-12 13:35:34    +8.69780000E-01    -    
360      2017-10-12 13:35:34    +8.76390000E-01    -    
361      2017-10-12 13:35:34    +9.15040000E-01    -    
362      2017-10-12 13:35:34    +2.64650000E-01    -    
363      2017-10-12 13:35:35    -1.18790000E-01    -    
364      2017-10-12 13:35:35    +2.05310000E-01    -    
365      2017-10-12 13:35:35    +2.34980000E-01    -    
366      2017-10-12 13:35:35    +1.62420000E-01    -    
367      2017-10-12 13:35:36    +1.02170000E-01    -    
368      2017-10-12 13:35:36    +2.76510000E-01    -    
369      2017-10-12 13:35:36    +1.55800000E-01    -    
370      2017-10-12 13:35:37    -4.13390000E-01    -    
371      2017-10-12 13:35:37    -3.18110000E-01    -    
372      2017-10-12 13:35:37    -2.99230000E-01    -    
373      2017-10-12 13:35:37    -2.15420000E-01    -    
374      2017-10-12 13:35:38    -9.96360000E-01    -    
375      2017-10-12 13:35:38    -1.69250000E-01    -    
376      2017-10-12 13:35:38    -3.28790000E-01    -    
377      2017-10-12 13:35:39    -3.63260000E-01    -    
378      2017-10-12 13:35:39    -5.14030000E-01    -    
379      2017-10-12 13:35:39    -6.03940000E-01    -    
380      2017-10-12 13:35:39    -9.79180000E-01    -    
381      2017-10-12 13:35:40    +3.76430000E-01    -    
382      2017-10-12 13:35:40    +1.30900000E+00    -    
383      2017-10-12 13:35:40    +3.11220000E+00    -    
384      2017-10-12 13:35:41    +2.94430000E+00    -    
385      2017-10-12 13:35:41    +2.58390000E+00    -    
386      2017-10-12 13:35:41    +2.76800000E+00    -    
387      2017-10-12 13:35:41    +2.37400000E+00    -    
388      2017-10-12 13:35:42    +2.53290000E+00    -    
389      2017-10-12 13:35:42    +2.43000000E+00    -    
390      2017-10-12 13:35:42    +2.02140000E+00    -    
391      2017-10-12 13:35:43    +2.49600000E+00    -    
392      2017-10-12 13:35:43    +2.07290000E+00    -    
393      2017-10-12 13:35:43    +2.01250000E+00    -    
394      2017-10-12 13:35:43    +1.68900000E+00    -    
395      2017-10-12 13:35:44    +2.07070000E+00    -    
396      2017-10-12 13:35:44    +1.59050000E+00    -    
397      2017-10-12 13:35:44    +1.71360000E+00    -    
398      2017-10-12 13:35:45    +1.58040000E+00    -    
399      2017-10-12 13:35:45    +1.61010000E+00    -    
400      2017-10-12 13:35:45    +1.69460000E+00    -    
401      2017-10-12 13:35:46    +1.63750000E+00    -    
402      2017-10-12 13:35:46    +1.54520000E+00    -    
403      2017-10-12 13:35:46    +1.57260000E+00    -    
404      2017-10-12 13:35:46    +1.62180000E+00    -    
405      2017-10-12 13:35:47    +1.61340000E+00    -    
406      2017-10-12 13:35:47    +1.53850000E+00    -    
407      2017-10-12 13:35:47    +1.46960000E+00    -    
408      2017-10-12 13:35:48    +1.37450000E+00    -    
409      2017-10-12 13:35:48    +1.32300000E+00    -    
410      2017-10-12 13:35:48    +1.12820000E+00    -    
411      2017-10-12 13:35:49    +1.19430000E+00    -    
412      2017-10-12 13:35:49    +1.40640000E+00    -    
413      2017-10-12 13:35:49    +1.36780000E+00    -    
414      2017-10-12 13:35:49    +1.67050000E+00    -    
415      2017-10-12 13:35:50    +1.81600000E+00    -    
416      2017-10-12 13:35:50    +1.74270000E+00    -    
417      2017-10-12 13:35:50    +5.65200000E-01    -    
418      2017-10-12 13:35:51    +1.94140000E+00    -    
419      2017-10-12 13:35:51    +4.06900000E-01    -    
420      2017-10-12 13:35:51    +5.08500000E-01    -    
421      2017-10-12 13:35:52    +6.45930000E-01    -    
422      2017-10-12 13:35:52    +7.89080000E-01    -    
423      2017-10-12 13:35:52    +4.37290000E-01    -    
424      2017-10-12 13:35:53    +8.87300000E-01    -    
425      2017-10-12 13:35:53    +4.45480000E-01    -    
426      2017-10-12 13:35:53    +1.41310000E+00    -    
427      2017-10-12 13:35:54    +1.06330000E+00    -    
428      2017-10-12 13:35:54    +1.46850000E+00    -    
429      2017-10-12 13:35:54    +1.05770000E+00    -    
430      2017-10-12 13:35:55    +1.24740000E+00    -    
431      2017-10-12 13:35:55    +1.46910000E+00    -    
432      2017-10-12 13:35:55    +1.10360000E+00    -    
433      2017-10-12 13:35:55    +1.46070000E+00    -    
434      2017-10-12 13:35:56    +1.01970000E+00    -    
435      2017-10-12 13:35:56    +1.10190000E+00    -    
436      2017-10-12 13:35:56    +1.10810000E+00    -    
437      2017-10-12 13:35:57    +1.01910000E+00    -    
438      2017-10-12 13:35:57    +1.01850000E+00    -    
439      2017-10-12 13:35:57    +1.56420000E+00    -    
440      2017-10-12 13:35:58    +1.82280000E+00    -    
441      2017-10-12 13:35:58    +1.01970000E+00    -    
442      2017-10-12 13:35:58    +1.01850000E+00    -    
443      2017-10-12 13:35:59    +1.01850000E+00    -    
444      2017-10-12 13:35:59    +1.01850000E+00    -    
445      2017-10-12 13:35:59    +1.01800000E+00    -    
446      2017-10-12 13:36:00    +1.01850000E+00    -    
447      2017-10-12 13:36:00    +1.01970000E+00    -    
448      2017-10-12 13:36:00    +1.01910000E+00    -    
449      2017-10-12 13:36:01    +1.01850000E+00    -    
450      2017-10-12 13:36:01    +1.01800000E+00    -    
451      2017-10-12 13:36:01    +1.01970000E+00    -    
452      2017-10-12 13:36:02    +1.01850000E+00    -    
453      2017-10-12 13:36:02    +1.01850000E+00    -    
454      2017-10-12 13:36:02    +1.01800000E+00    -    
455      2017-10-12 13:36:03    +1.01850000E+00    -    
456      2017-10-12 13:36:03    +1.01850000E+00    -    
457      2017-10-12 13:36:03    +1.01800000E+00    -    
458      2017-10-12 13:36:04    +1.01850000E+00    -    
459      2017-10-12 13:36:04    +1.01740000E+00    -    
460      2017-10-12 13:36:04    +1.01910000E+00    -    
461      2017-10-12 13:36:05    +1.01850000E+00    -    
462      2017-10-12 13:36:05    +1.01850000E+00    -    
463      2017-10-12 13:36:05    +1.01970000E+00    -    
464      2017-10-12 13:36:06    +1.01850000E+00    -    
465      2017-10-12 13:36:06    +1.01850000E+00    -    
466      2017-10-12 13:36:06    +1.01800000E+00    -    
467      2017-10-12 13:36:07    +1.01910000E+00    -    
468      2017-10-12 13:36:07    +1.01970000E+00    -    
469      2017-10-12 13:36:07    +1.01850000E+00    -    
470      2017-10-12 13:36:08    +1.01910000E+00    -    
471      2017-10-12 13:36:08    +1.01970000E+00    -    
472      2017-10-12 13:36:08    +1.01910000E+00    -    
473      2017-10-12 13:36:09    +1.01850000E+00    -    
474      2017-10-12 13:36:09    +1.01850000E+00    -    
475      2017-10-12 13:36:09    +1.01850000E+00    -    
476      2017-10-12 13:36:10    +1.01910000E+00    -    
477      2017-10-12 13:36:10    +1.01850000E+00    -    
478      2017-10-12 13:36:10    +1.01850000E+00    -    
479      2017-10-12 13:36:11    +1.01740000E+00    -    
480      2017-10-12 13:36:11    +1.01850000E+00    -    
481      2017-10-12 13:36:11    +1.01850000E+00    -    
482      2017-10-12 13:36:12    +1.01850000E+00    -    
483      2017-10-12 13:36:12    +1.01970000E+00    -    
